Product;Synonym
Cola Fixa Tudo;cola multiuso, cola para tudo, adesivo fixador;não
Cola Instantanêa;super bonder, cola de secagem rápida, adesivo instantâneo;não
Cola Madeira;cola para madeira, adesivo para marcenaria, cola para carpintaria;não
Cola para Artesanato;adesivo para artesanato, cola para papel, cola para scrapbook;não
Cola para Parabrisa;cola para vidro automotivo, adesivo para parabrisa, cola de alta resistência;não
Cola para Silicone;cola de silicone, adesivo de silicone, selante de silicone;não
Cola Poxipol;poxipol, adesivo epóxi, cola para plásticos;não
Cola Silicone Alta Temperatura;cola de silicone para alta temperatura, adesivo de silicone resistente ao calor, selante de silicone para temperaturas elevadas;não
Cola Spray Permanente;spray adesivo permanente, cola em aerossol permanente, adesivo em lata permanente;não
Cola Spray Reposicionável;spray adesivo reposicionável, cola em aerossol reposicionável, adesivo em lata reposicionável;não
Cola Tudo Multiuso;cola multiuso, cola para tudo, adesivo universal;não
Cola Universal;cola multiuso, cola para tudo, adesivo universal;não
Cola Vinil;cola para artesanato, cola de contato, cola branca;não
Coldre de Cinto para Parafusadeira;coldre para parafusadeira de cinto, bolsa de cinto para ferramenta elétrica, cinto organizador de ferramenta elétrica;não
Condicionador de Metais;aditivo de metais, tratamento para metais, protetor de metais;não
Cone da Mola;cone para suspensão, cone de amortecimento, cone da bobina;não
Conector Arrefecimento;conexão de refrigeração, adaptador de arrefecimento, engate de arrefecimento;não
Conector da Mangueira de Combustível;conexão da mangueira de combustível, adaptador da mangueira de combustível, engate da mangueira de combustível;não
Conector da Mangueira T;conexão em t da mangueira, adaptador em t da mangueira, engate em t da mangueira;não
Conector de Arrefecimento;conexão de arrefecimento, adaptador de arrefecimento, engate de arrefecimento;não
Conector de Combustível;conexão de combustível, adaptador de combustível, engate de combustível;não
Conector de Mangueira Y;conexão em y da mangueira, adaptador em y da mangueira, engate em y da mangueira;não
Conector do Cano do Sensor Temperatura;conexão do cano do sensor de temperatura, adaptador do cano do sensor de temperatura, engate do cano do sensor de temperatura;não
Conector do Coletor de Admissão;conexão do coletor de admissão, adaptador do coletor de admissão, engate do coletor de admissão;não
Conector do Compressor de Ar;conexão do compressor de ar, adaptador do compressor de ar, engate do compressor de ar;não
Conector do Cotovelo da Saída da Válvula Termostática;conexão do cotovelo de saída da válvula termostática, adaptador do cotovelo de saída da válvula termostática, engate do cotovelo de saída da válvula termostática;não
Conector do Engate da Mangueira da Flauta;conexão do engate da mangueira da flauta, adaptador do engate da mangueira da flauta, engate do engate da mangueira da flauta;não
Conector do Engate Rápido;conexão do engate rápido, adaptador do engate rápido, engate rápido;não
Conector Fêmea;conexão fêmea, adaptador fêmea, engate fêmea;não
Conector Fêmea do Flexível ;conexão fêmea do flexível, adaptador fêmea do flexível, engate fêmea do flexível;não
Conector Macho;conexão macho, adaptador macho, engate macho;não
Conector Macho com Anel;conexão macho com anel, adaptador macho com anel, engate macho com anel;não
Conector Macho com Porca;conector roscado, conector de parafuso, conector com rosca;não
Conector para Fios;terminal, plugue, emenda;não
Conector Pequeno da Flauta;conector de flauta, conector de tubo fino, conector de tubo pequeno;não
Conector Redutor da Válvula de Freio;conector de redução de válvula de freio, conector adaptador de válvula de freio, conector de redução de pressão de freio;não
Conector Redutor Macho;conector de redução macho, conector adaptador macho, conector de encaixe redutor;não
Conector Reto da Mangueira de Combustível;conector de mangueira de combustível reto, conector de tubo de combustível reto, conector de encaixe reto;não
Conector T;conector em t, conector triangular, conector de derivação;não
Conector União Y;conector de união em y, conector de y duplo, conector de derivação em y;não
Conector Y;conector em y, conector de união em y, conector de derivação em y;não
Conexão Cotovelo da Buzina;conector cotovelo da buzina, conexão em ângulo da buzina, cotovelo para buzina;não
Conexão Cotovelo da Saída da Válvula Termostática;conector cotovelo da saída da válvula termostática, conexão em ângulo da válvula termostática, cotovelo para saída da válvula termostática;não
Conexão Cotovelo de Engate Rapido;conector cotovelo de engate rápido, conexão em ângulo de engate rápido, cotovelo para engate rápido;não
Conexão Cotovelo Macho;conector cotovelo macho, conexão em ângulo macho, cotovelo com rosca macho;não
Conexão da Bomba D'Água;conector da bomba d'água, conexão da bomba de água, conector de entrada da bomba d'água;não
Conexão da Carcaça da Válvula Termostática;conector da carcaça da válvula termostática, conexão da carcaça da válvula de temperatura, conector de entrada da válvula termostática;não
Conexão da Cuíca;conector da cuíca, conexão da mangueira da cuíca, conector de entrada da cuíca;não
Conexão da Mangueira;conector da mangueira, conexão da tubulação, conector de entrada da mangueira;não
Conexão da Mangueira de Combustível;conector da mangueira de combustível, conexão da tubulação de combustível, conector de entrada da mangueira de combustível;não
Conexão da Válvula Distribuidora;conector da válvula distribuidora, conexão da válvula de distribuição;não
Conexão da Válvula Termostática;conexão de termostato, conexão do sensor de temperatura, conexão de controle de temperatura;não
Conexão de Combustível;conexão de combustível de alta pressão, conexão de injeção de combustível, conexão de linha de combustível;não
Conexão de Engate Rápido;conexão de encaixe rápido, conexão de conector rápido, conexão de acoplamento rápido;não
Conexão de Freio;conexão de linha de freio, conexão de tubo de freio, conexão hidráulica de freio;não
Conexão de Plástico Y;conexão de t-y, conexão de divisor de fluxo, conexão de ramificação em y;não
Conexão de Relógio Temperatura;conexão do termômetro, conexão do medidor de temperatura, conexão de sensor de temperatura;não
Conexão de União;conexão de junção, conexão de conector, conexão de ligação;não
Conexão do Acoplamento da Mangueira;conexão de encaixe de mangueira, conexão de conector de mangueira, conexão de acoplador de mangueira;não
Conexão do Adaptador da Mangueira Bomba;conexão de adaptador de bomba de mangueira, conexão de encaixe adaptador de mangueira, conexão de conector adaptador de mangueira;não
Conexão do Adaptador do Encanamento de Combustível;conexão de adaptador de linha de combustível, conexão de encaixe adaptador de tubo de combustível, conexão de conector adaptador de encanamento de combustível;não
Conexão do Cano de Retorno do Cabeçote;conexão de tubo de retorno do cabeçote, conexão de encanamento de retorno do cabeçote, conexão de linha de retorno do cabeçote;não
Conexão do Cilindro Mestre;conexão do reservatório de fluido de freio, conexão do sistema de freio, conexão de pressão de freio;não
Conexão do Coletor;conexão de coletor de admissão, conexão de coletor de escape, conexão de coletor de ar;não
Conexão do Coletor de Admissão;conexão de tubo de admissão, conexão de entrada de ar, conexão de conector de admissão;não
Conexão do Comando do Velocímetro;conexão de velocímetro, conexão de sensor de velocidade, conexão de medidor de velocidade;não
Conexão do Compressor de Ar;conexão de saída de ar, conexão de entrada de ar, conexão de tubulação de ar;não
Conexão do Cotovelo da Valvula Termostática;conexão de cotovelo de termostato, conexão de curva de sensor de temperatura, conexão de encaixe em ângulo de controle de temperatura;não
Conexão do Cotovelo de Engate Rápido;conexão do cotovelo de encaixe rápido, conexão do cotovelo de engate instantâneo, conexão do cotovelo push-in;não
Conexão do Encanamento da Turbina;conexão do tubo da turbina, conexão do encanamento de ar da turbina, conexão do duto da turbina;não
Conexão do Encanamento de Combustível;conexão do tubo de combustível, conexão da linha de combustível, conexão do duto de alimentação de combustível;não
Conexão do Encanamento de Óleo;conexão do tubo de óleo, conexão do duto de óleo, conexão da linha de óleo;não
Conexão do Flexível da Cuíca de Freio;conexão do tubo flexível do freio, conexão da mangueira de freio, conexão da tubulação flexível do sistema de freio;não
Conexão do Radiador de Óleo;conexão do tubo do radiador de óleo, conexão da mangueira do radiador de óleo, conexão do duto do radiador de óleo;não
Conexão do Servo de Embreagem;conexão do tubo do servo de embreagem, conexão da mangueira do servo de embreagem, conexão do duto do servo de embreagem;não
Conexão do Tubo de Compressor e Secador Ar;conexão da tubulação de ar do compressor e secador, conexão do tubo de ar do compressor e secador, conexão do duto de ar do compressor e secador;não
Conexão Flange da Bomba D'Água;conexão flange da bomba de água, conexão do flange do bomba de água, conexão do flange da bomba hidráulica;não
Conexão Flange da Válvula Termostática;conexão flange da válvula do termostato, conexão do flange da válvula de temperatura, conexão da flange da válvula de regulação térmica;não
Conexão Flexível para CuÍca;conexão de mangueira flexível para cuíca, conexão do tubo flexível para cuíca, conexão da mangueira de borracha para cuíca;não
Conexão L;conexão em l, conexão em ângulo, conexão de canto;não
Conexão L Engate Rápido;conexão l de encaixe rápido, conexão em l com engate instantâneo, conexão l push-in;não
Conexão Redutor;conexão de redução, conexão de reduzimento, conexão de diminuição;não
Conexão Rosca;conexão de encaixe de rosca, conexão de união de rosca, conexão com rosca macho e fêmea;não
Conexão T;conexão em t, conexão de três vias, conector em t;não
Conexão União;conector de união, acoplador, adaptador;não
Conexão Y;conexão em y, conexão de duas vias, conector em y;não
Conexões Adaptador;conectores adaptadores, adaptadores de conexão, conversores de conexão;não
Conexões do Cotovelo;conectores de cotovelo, adaptadores de cotovelo, união de cotovelo;não
Container Plástico;contêiner de plástico, caixa de armazenamento de plástico, recipiente de plástico;não
Convertedor de Ferrugem;antiferrugem, inibidor de ferrugem, neutralizador de ferrugem;não
Cordão de Elástico;fita ajustável para bagagem, fita de fixação para mala, fita de segurança para mala;não
Cotovelo da Válvula Termostática;curva da válvula termostática, conector de cotovelo para válvula termostática, tubulação em ângulo para válvula termostática;não
Cotovelo Engate Rápido;conector de cotovelo de engate rápido, união de cotovelo de engate rápido, curva de engate rápido;não
Cotovelo Macho;conector de cotovelo macho, união de cotovelo macho, curva macho;não
Cristalizador de Vidros;cristalizador para vidros, selante para vidros, verniz para vidros;não
Cristalizador Vidros;cristalizador de para-brisa, proteção para vidros, verniz de para-brisa;não
Cubo de Calota;cubo de roda decorativo, cubo da calota;não
Descarbonizante;limpador de carbono, removedor de resíduos, solvente de depósitos;não
Descarbonizante;removedor de carbono, limpador de carburador, solvente para carbonização;não
Descontaminante de Superiorfícies;desengraxante, desincrustante, limpador industrial;não
Desengraxante;desengordurante, limpador de peças, solvente para graxa;não
Desengripante;lubrificante, soltador de peças, afrouxador de parafusos;não
Desengripante;lubrificante penetrante, afrouxador de parafusos, desbloqueador de peças;não
Desinfetante Aerossol;spray desinfetante, aerossol antisséptico, desinfetante em spray;não
Desinfetante de Ambientes;desinfetante de ar, desinfetante de espaços, sanitizante de ambientes;não
Desinfetante de Veículos;desinfetante automotivo, sanitizante de carros, desinfetante para interior de carros;não
Desodorizador;neutralizador de odores, eliminador de cheiros, absorvedor de maus odores;não
